DeviceID,SoftwareID,Version,InstalledDate,SourceSystem,ComplianceStatus
DEV-00120,SW007,24.1,2025-10-24,ServiceNow,Non-Compliant
DEV-00120,SW005,126.0,2025-12-11,JAMF,Compliant
DEV-00224,SW002,2.5,2024-04-18,ServiceNow,Compliant
DEV-00224,SW009,2.5,2023-11-03,Tanium,Non-Compliant
DEV-00224,SW007,24.1,2024-04-07,JAMF,Non-Compliant
DEV-00224,SW004,24.1,2023-07-18,Intune,Compliant
DEV-00224,SW010,1.0,2023-09-17,Tanium,Compliant
DEV-00196,SW007,126.0,2023-09-18,Tanium,Non-Compliant
DEV-00196,SW006,1.0,2024-04-13,JAMF,Compliant
DEV-00196,SW009,24.1,2023-12-13,JAMF,Non-Compliant
DEV-00196,SW010,15.4,2024-09-30,Tanium,Compliant
DEV-00433,SW003,1.0,2024-10-29,JAMF,Compliant
DEV-00433,SW002,1.0,2025-01-04,JAMF,Compliant
DEV-00433,SW005,2.5,2025-02-14,ServiceNow,Compliant
DEV-00433,SW009,2.5,2024-05-11,Tanium,Non-Compliant
DEV-00318,SW009,15.4,2022-03-26,JAMF,Non-Compliant
DEV-00318,SW003,126.0,2022-01-21,Intune,Compliant
DEV-00318,SW004,24.1,2021-04-09,JAMF,Compliant
DEV-00318,SW010,2.5,2022-06-09,JAMF,Compliant
DEV-00318,SW007,1.0,2021-04-28,Tanium,Non-Compliant
DEV-00094,SW001,2.5,2024-12-26,Tanium,Compliant
DEV-00094,SW010,8.0.421,2025-10-29,Tanium,Compliant
DEV-00094,SW008,8.0.421,2024-09-02,Tanium,Compliant
DEV-00094,SW002,1.0,2024-11-12,ServiceNow,Compliant
DEV-00094,SW007,8.0.421,2025-06-22,ServiceNow,Non-Compliant
DEV-00462,SW006,126.0,2021-12-19,Intune,Compliant
DEV-00462,SW010,8.0.421,2022-08-09,JAMF,Compliant
DEV-00462,SW005,8.0.421,2023-01-08,JAMF,Compliant
DEV-00462,SW007,126.0,2022-11-10,Tanium,Non-Compliant
DEV-00344,SW010,126.0,2022-10-28,JAMF,Compliant
DEV-00344,SW004,2.5,2022-02-11,JAMF,Compliant
DEV-00344,SW001,1.0,2022-04-30,JAMF,Compliant
DEV-00344,SW005,15.4,2022-01-27,JAMF,Compliant
DEV-00344,SW006,2.5,2022-03-07,JAMF,Compliant
DEV-00344,SW007,1.0,2021-12-16,ServiceNow,Non-Compliant
DEV-00483,SW007,8.0.421,2026-01-13,ServiceNow,Non-Compliant
DEV-00483,SW003,1.0,2026-05-14,Intune,Compliant
DEV-00483,SW010,24.1,2026-04-10,ServiceNow,Compliant
DEV-00483,SW006,2.5,2026-06-16,Intune,Compliant
DEV-00017,SW004,15.4,2024-11-22,Intune,Compliant
DEV-00017,SW009,8.0.421,2023-10-16,JAMF,Non-Compliant
DEV-00017,SW005,2.5,2024-05-25,Tanium,Compliant
DEV-00017,SW010,126.0,2023-12-28,Intune,Compliant
DEV-00035,SW004,126.0,2027-02-23,Tanium,Compliant
DEV-00035,SW009,8.0.421,2026-02-14,ServiceNow,Non-Compliant
DEV-00035,SW003,15.4,2026-02-14,Intune,Compliant
DEV-00035,SW007,8.0.421,2027-02-21,ServiceNow,Non-Compliant
DEV-00486,SW008,126.0,2024-10-12,ServiceNow,Compliant
DEV-00486,SW001,24.1,2024-06-26,ServiceNow,Compliant
DEV-00486,SW004,1.0,2025-05-20,JAMF,Compliant
DEV-00486,SW005,2.5,2024-07-27,ServiceNow,Compliant
DEV-00486,SW006,1.0,2024-11-24,JAMF,Compliant
DEV-00411,SW010,2.5,2024-12-10,Intune,Compliant
DEV-00411,SW001,24.1,2025-09-17,Tanium,Compliant
DEV-00411,SW007,1.0,2025-11-13,Intune,Non-Compliant
DEV-00411,SW004,1.0,2025-01-31,JAMF,Compliant
DEV-00411,SW006,8.0.421,2024-10-28,Intune,Compliant
DEV-00411,SW009,24.1,2025-12-24,JAMF,Non-Compliant
DEV-00099,SW010,1.0,2023-12-30,Intune,Compliant
DEV-00099,SW007,126.0,2023-08-16,ServiceNow,Non-Compliant
DEV-00099,SW006,8.0.421,2023-11-30,Tanium,Compliant
DEV-00099,SW002,24.1,2022-12-31,JAMF,Compliant
DEV-00099,SW009,2.5,2023-04-10,Intune,Non-Compliant
DEV-00484,SW002,24.1,2026-03-21,Tanium,Compliant
DEV-00484,SW003,2.5,2026-07-20,Intune,Compliant
DEV-00484,SW010,2.5,2026-11-23,Intune,Compliant
DEV-00484,SW006,126.0,2026-05-06,ServiceNow,Compliant
DEV-00484,SW007,126.0,2027-01-31,ServiceNow,Non-Compliant
DEV-00484,SW004,24.1,2027-02-21,ServiceNow,Compliant
DEV-00484,SW005,24.1,2026-01-25,Intune,Compliant
DEV-00484,SW001,1.0,2027-03-09,Intune,Compliant
DEV-00154,SW004,24.1,2025-02-28,Intune,Compliant
DEV-00154,SW010,24.1,2025-09-16,Tanium,Compliant
DEV-00154,SW003,24.1,2026-03-04,JAMF,Compliant
DEV-00154,SW001,126.0,2025-04-24,Intune,Compliant
DEV-00154,SW009,24.1,2025-09-20,Intune,Non-Compliant
DEV-00154,SW006,8.0.421,2025-08-16,JAMF,Compliant
DEV-00154,SW002,1.0,2025-09-24,Intune,Compliant
DEV-00154,SW005,1.0,2026-02-16,Intune,Compliant
DEV-00171,SW007,126.0,2023-02-01,JAMF,Non-Compliant
DEV-00171,SW010,24.1,2023-05-09,JAMF,Compliant
DEV-00171,SW008,24.1,2023-09-02,ServiceNow,Compliant
DEV-00171,SW009,15.4,2024-05-04,JAMF,Non-Compliant
DEV-00171,SW003,1.0,2024-01-07,Tanium,Compliant
DEV-00309,SW010,24.1,2022-07-11,Tanium,Compliant
DEV-00309,SW004,126.0,2023-01-14,ServiceNow,Compliant
DEV-00309,SW007,15.4,2022-02-11,JAMF,Non-Compliant
DEV-00309,SW003,8.0.421,2022-06-18,Tanium,Compliant
DEV-00309,SW009,8.0.421,2022-02-12,JAMF,Non-Compliant
DEV-00309,SW008,126.0,2022-12-01,ServiceNow,Compliant
DEV-00309,SW005,15.4,2023-01-05,JAMF,Compliant
DEV-00309,SW006,2.5,2022-02-23,Intune,Compliant
DEV-00365,SW003,15.4,2026-11-06,ServiceNow,Compliant
DEV-00365,SW004,2.5,2026-12-26,Intune,Compliant
DEV-00365,SW002,1.0,2026-12-18,JAMF,Compliant
DEV-00365,SW001,24.1,2026-04-07,ServiceNow,Compliant
DEV-00365,SW005,8.0.421,2026-06-16,ServiceNow,Compliant
DEV-00365,SW009,15.4,2025-12-31,Intune,Non-Compliant
DEV-00374,SW008,126.0,2026-12-24,Intune,Compliant
DEV-00374,SW010,126.0,2026-02-21,ServiceNow,Compliant
DEV-00374,SW003,15.4,2026-09-22,Tanium,Compliant
DEV-00374,SW002,15.4,2026-04-21,Intune,Compliant
DEV-00374,SW005,1.0,2026-01-02,Intune,Compliant
DEV-00374,SW009,2.5,2027-03-04,Intune,Non-Compliant
DEV-00374,SW007,1.0,2026-02-24,Intune,Non-Compliant
DEV-00183,SW003,2.5,2023-11-23,ServiceNow,Compliant
DEV-00183,SW005,2.5,2024-04-04,Tanium,Compliant
DEV-00183,SW009,126.0,2023-11-25,JAMF,Non-Compliant
DEV-00183,SW004,24.1,2024-02-22,Tanium,Compliant
DEV-00183,SW006,1.0,2024-05-15,JAMF,Compliant
DEV-00183,SW002,2.5,2024-03-19,JAMF,Compliant
DEV-00183,SW008,1.0,2023-06-03,JAMF,Compliant
DEV-00183,SW001,126.0,2023-05-21,Intune,Compliant
DEV-00076,SW009,24.1,2023-01-25,JAMF,Non-Compliant
DEV-00076,SW005,8.0.421,2022-12-15,JAMF,Compliant
DEV-00076,SW001,1.0,2023-02-09,Tanium,Compliant
DEV-00076,SW008,126.0,2022-12-23,Intune,Compliant
DEV-00076,SW003,15.4,2022-11-16,JAMF,Compliant
DEV-00076,SW007,2.5,2023-09-12,Intune,Non-Compliant
DEV-00076,SW006,2.5,2023-11-24,Tanium,Compliant
DEV-00144,SW003,126.0,2023-10-07,JAMF,Compliant
DEV-00144,SW009,8.0.421,2023-02-25,JAMF,Non-Compliant
DEV-00144,SW006,8.0.421,2024-02-20,ServiceNow,Compliant
DEV-00144,SW008,8.0.421,2022-11-10,Tanium,Compliant
DEV-00144,SW001,15.4,2023-08-11,Tanium,Compliant
DEV-00451,SW005,2.5,2024-02-17,JAMF,Compliant
DEV-00451,SW006,24.1,2024-01-22,Tanium,Compliant
DEV-00451,SW009,8.0.421,2023-04-24,JAMF,Non-Compliant
DEV-00451,SW004,1.0,2023-10-05,Tanium,Compliant
DEV-00451,SW010,24.1,2023-04-19,JAMF,Compliant
DEV-00451,SW008,8.0.421,2023-07-10,ServiceNow,Compliant
DEV-00451,SW001,8.0.421,2023-06-15,Tanium,Compliant
DEV-00465,SW003,126.0,2022-01-17,ServiceNow,Compliant
DEV-00465,SW008,1.0,2021-07-28,JAMF,Compliant
DEV-00465,SW004,2.5,2021-04-07,ServiceNow,Compliant
DEV-00465,SW002,1.0,2022-04-18,Intune,Compliant
DEV-00465,SW007,2.5,2021-05-08,ServiceNow,Non-Compliant
DEV-00182,SW005,24.1,2025-04-03,Tanium,Compliant
DEV-00182,SW004,1.0,2025-07-06,Tanium,Compliant
DEV-00182,SW008,2.5,2024-06-13,ServiceNow,Compliant
DEV-00182,SW010,2.5,2024-07-15,Intune,Compliant
DEV-00475,SW005,126.0,2024-06-28,Intune,Compliant
DEV-00475,SW001,24.1,2024-09-09,Intune,Compliant
DEV-00475,SW008,15.4,2024-04-25,Tanium,Compliant
DEV-00475,SW010,2.5,2023-10-21,ServiceNow,Compliant
DEV-00475,SW002,8.0.421,2024-01-17,ServiceNow,Compliant
DEV-00475,SW004,8.0.421,2024-09-07,Intune,Compliant
DEV-00475,SW007,15.4,2024-05-16,ServiceNow,Non-Compliant
DEV-00488,SW009,24.1,2025-11-17,ServiceNow,Non-Compliant
DEV-00488,SW005,126.0,2026-01-10,Intune,Compliant
DEV-00488,SW003,1.0,2026-03-16,ServiceNow,Compliant
DEV-00488,SW008,24.1,2025-10-08,ServiceNow,Compliant
DEV-00488,SW001,24.1,2025-11-18,JAMF,Compliant
DEV-00488,SW006,1.0,2025-12-10,JAMF,Compliant
DEV-00488,SW010,15.4,2026-09-18,ServiceNow,Compliant
DEV-00408,SW008,1.0,2025-11-19,Tanium,Compliant
DEV-00408,SW001,1.0,2025-10-04,JAMF,Compliant
DEV-00408,SW007,126.0,2026-04-13,JAMF,Non-Compliant
DEV-00408,SW006,24.1,2025-08-15,Tanium,Compliant
DEV-00408,SW004,24.1,2025-11-17,JAMF,Compliant
DEV-00408,SW005,24.1,2026-09-26,ServiceNow,Compliant
DEV-00408,SW003,24.1,2026-03-13,Intune,Compliant
DEV-00408,SW002,2.5,2026-03-12,Tanium,Compliant
DEV-00104,SW002,1.0,2024-07-29,ServiceNow,Compliant
DEV-00104,SW005,8.0.421,2023-11-21,Tanium,Compliant
DEV-00104,SW006,126.0,2023-09-30,JAMF,Compliant
DEV-00104,SW003,1.0,2024-10-20,Tanium,Compliant
DEV-00104,SW007,24.1,2023-06-20,Tanium,Non-Compliant
DEV-00104,SW008,15.4,2024-01-13,Tanium,Compliant
DEV-00104,SW001,24.1,2024-09-14,JAMF,Compliant
DEV-00406,SW006,8.0.421,2023-05-14,Tanium,Compliant
DEV-00406,SW007,2.5,2023-06-28,ServiceNow,Non-Compliant
DEV-00406,SW008,8.0.421,2023-10-25,Tanium,Compliant
DEV-00406,SW002,126.0,2022-10-11,ServiceNow,Compliant
DEV-00406,SW009,8.0.421,2023-07-13,ServiceNow,Non-Compliant
DEV-00406,SW001,126.0,2022-06-24,ServiceNow,Compliant
DEV-00406,SW003,15.4,2023-09-26,ServiceNow,Compliant
DEV-00406,SW010,126.0,2023-03-25,JAMF,Compliant
DEV-00297,SW005,15.4,2022-12-01,ServiceNow,Compliant
DEV-00297,SW002,15.4,2022-09-16,JAMF,Compliant
DEV-00297,SW007,126.0,2022-07-22,Tanium,Non-Compliant
DEV-00297,SW010,126.0,2021-10-08,ServiceNow,Compliant
DEV-00297,SW004,2.5,2022-09-25,JAMF,Compliant
DEV-00297,SW001,8.0.421,2022-09-30,Intune,Compliant
DEV-00297,SW003,126.0,2022-04-26,JAMF,Compliant
DEV-00297,SW009,15.4,2022-04-18,Tanium,Non-Compliant
DEV-00194,SW008,24.1,2022-11-01,Intune,Compliant
DEV-00194,SW009,24.1,2022-11-21,JAMF,Non-Compliant
DEV-00194,SW001,1.0,2023-02-18,Intune,Compliant
DEV-00194,SW005,2.5,2022-07-27,Intune,Compliant
DEV-00194,SW002,126.0,2022-07-31,Intune,Compliant
DEV-00194,SW004,2.5,2022-04-27,Intune,Compliant
DEV-00194,SW007,1.0,2023-05-14,Tanium,Non-Compliant
DEV-00186,SW001,8.0.421,2024-02-19,Intune,Compliant
DEV-00186,SW002,126.0,2024-03-06,JAMF,Compliant
DEV-00186,SW007,24.1,2024-04-24,JAMF,Non-Compliant
DEV-00186,SW009,8.0.421,2024-10-10,JAMF,Non-Compliant
DEV-00186,SW003,8.0.421,2024-05-05,Tanium,Compliant
DEV-00186,SW006,2.5,2024-03-17,Tanium,Compliant
DEV-00030,SW010,126.0,2022-05-28,JAMF,Compliant
DEV-00030,SW007,1.0,2022-03-31,ServiceNow,Non-Compliant
DEV-00030,SW001,24.1,2023-01-01,JAMF,Compliant
DEV-00030,SW003,15.4,2022-11-29,Tanium,Compliant
DEV-00030,SW006,24.1,2022-06-27,Tanium,Compliant
DEV-00030,SW005,8.0.421,2022-09-07,ServiceNow,Compliant
DEV-00030,SW008,8.0.421,2023-05-13,JAMF,Compliant
DEV-00064,SW007,8.0.421,2025-05-04,ServiceNow,Non-Compliant
DEV-00064,SW001,15.4,2024-07-02,Intune,Compliant
DEV-00064,SW002,15.4,2025-08-17,Intune,Compliant
DEV-00064,SW010,126.0,2024-07-03,Intune,Compliant
DEV-00064,SW004,8.0.421,2025-11-09,ServiceNow,Compliant
DEV-00264,SW005,126.0,2023-09-04,JAMF,Compliant
DEV-00264,SW001,8.0.421,2023-09-04,Intune,Compliant
DEV-00264,SW006,2.5,2024-01-15,Intune,Compliant
DEV-00264,SW009,15.4,2023-11-21,JAMF,Non-Compliant
DEV-00264,SW003,24.1,2023-03-12,Tanium,Compliant
DEV-00264,SW010,126.0,2024-03-26,Intune,Compliant
DEV-00264,SW008,15.4,2023-01-25,Tanium,Compliant
DEV-00264,SW004,1.0,2023-07-27,Tanium,Compliant
DEV-00361,SW007,1.0,2021-10-21,JAMF,Non-Compliant
DEV-00361,SW006,126.0,2021-12-16,Intune,Compliant
DEV-00361,SW008,8.0.421,2022-01-03,JAMF,Compliant
DEV-00361,SW002,126.0,2022-02-19,Tanium,Compliant
DEV-00178,SW009,1.0,2026-01-07,Intune,Non-Compliant
DEV-00178,SW007,2.5,2025-05-22,JAMF,Non-Compliant
DEV-00178,SW010,15.4,2025-08-24,JAMF,Compliant
DEV-00178,SW004,126.0,2026-03-19,ServiceNow,Compliant
DEV-00178,SW008,126.0,2026-02-21,Intune,Compliant
DEV-00141,SW010,2.5,2026-08-01,Intune,Compliant
DEV-00141,SW008,8.0.421,2026-07-30,JAMF,Compliant
DEV-00141,SW001,126.0,2025-06-08,ServiceNow,Compliant
DEV-00141,SW004,24.1,2025-10-21,Intune,Compliant
DEV-00141,SW006,126.0,2025-11-07,JAMF,Compliant
DEV-00141,SW005,126.0,2025-07-06,ServiceNow,Compliant
DEV-00141,SW003,24.1,2026-04-25,ServiceNow,Compliant
DEV-00141,SW002,126.0,2026-06-03,Tanium,Compliant
DEV-00198,SW002,1.0,2022-03-03,ServiceNow,Compliant
DEV-00198,SW010,15.4,2021-04-26,Tanium,Compliant
DEV-00198,SW003,2.5,2021-11-14,ServiceNow,Compliant
DEV-00198,SW008,126.0,2022-02-23,Tanium,Compliant
DEV-00198,SW006,24.1,2021-05-03,Tanium,Compliant
DEV-00337,SW002,8.0.421,2024-08-18,Tanium,Compliant
DEV-00337,SW009,2.5,2024-05-10,Intune,Non-Compliant
DEV-00337,SW006,24.1,2025-04-06,Tanium,Compliant
DEV-00337,SW010,2.5,2025-01-01,Intune,Compliant
DEV-00180,SW007,15.4,2024-03-24,ServiceNow,Non-Compliant
DEV-00180,SW004,8.0.421,2024-06-04,ServiceNow,Compliant
DEV-00180,SW005,1.0,2024-02-02,ServiceNow,Compliant
DEV-00180,SW009,2.5,2024-03-22,Intune,Non-Compliant
DEV-00180,SW006,2.5,2023-11-11,Intune,Compliant
DEV-00180,SW001,8.0.421,2024-02-19,JAMF,Compliant
DEV-00180,SW008,24.1,2024-03-27,JAMF,Compliant
DEV-00180,SW003,15.4,2024-09-29,Tanium,Compliant
DEV-00418,SW004,1.0,2022-05-06,Tanium,Compliant
DEV-00418,SW008,1.0,2022-05-09,JAMF,Compliant
DEV-00418,SW006,8.0.421,2021-03-31,Tanium,Compliant
DEV-00418,SW001,24.1,2021-06-11,Intune,Compliant
DEV-00418,SW010,1.0,2021-12-31,ServiceNow,Compliant
DEV-00418,SW007,8.0.421,2021-09-16,Tanium,Non-Compliant
DEV-00418,SW009,2.5,2021-07-10,JAMF,Non-Compliant
DEV-00418,SW003,8.0.421,2021-11-22,JAMF,Compliant
DEV-00442,SW002,24.1,2026-03-15,Tanium,Compliant
DEV-00442,SW005,2.5,2026-01-25,Tanium,Compliant
DEV-00442,SW006,15.4,2026-12-23,Tanium,Compliant
DEV-00442,SW001,24.1,2026-08-05,JAMF,Compliant
DEV-00293,SW001,126.0,2024-07-09,ServiceNow,Compliant
DEV-00293,SW002,8.0.421,2023-12-11,Tanium,Compliant
DEV-00293,SW004,126.0,2024-08-03,Intune,Compliant
DEV-00293,SW005,15.4,2024-01-24,Tanium,Compliant
DEV-00293,SW006,15.4,2023-07-19,JAMF,Compliant
DEV-00293,SW003,126.0,2024-08-24,JAMF,Compliant
DEV-00203,SW009,2.5,2023-03-22,JAMF,Non-Compliant
DEV-00203,SW008,15.4,2023-07-08,JAMF,Compliant
DEV-00203,SW005,8.0.421,2023-06-24,Tanium,Compliant
DEV-00203,SW006,15.4,2023-02-07,Intune,Compliant
DEV-00203,SW002,1.0,2023-12-24,Tanium,Compliant
DEV-00203,SW007,15.4,2023-11-23,Intune,Non-Compliant
DEV-00370,SW009,24.1,2026-08-02,Tanium,Non-Compliant
DEV-00370,SW005,24.1,2026-09-23,Intune,Compliant
DEV-00370,SW001,126.0,2026-08-09,Intune,Compliant
DEV-00370,SW008,2.5,2025-10-18,Intune,Compliant
DEV-00370,SW006,1.0,2026-10-22,Intune,Compliant
DEV-00370,SW007,24.1,2026-09-17,JAMF,Non-Compliant
DEV-00370,SW004,126.0,2026-01-04,Intune,Compliant
DEV-00209,SW006,15.4,2023-02-25,JAMF,Compliant
DEV-00209,SW007,126.0,2024-01-24,ServiceNow,Non-Compliant
DEV-00209,SW005,1.0,2024-03-07,ServiceNow,Compliant
DEV-00209,SW001,15.4,2024-05-01,Intune,Compliant
DEV-00209,SW008,8.0.421,2024-01-02,JAMF,Compliant
DEV-00209,SW010,2.5,2023-04-12,Intune,Compliant
DEV-00499,SW007,126.0,2026-02-13,Tanium,Non-Compliant
DEV-00499,SW002,2.5,2025-12-14,Tanium,Compliant
DEV-00499,SW003,24.1,2026-05-21,Intune,Compliant
DEV-00499,SW001,24.1,2026-03-12,JAMF,Compliant
DEV-00499,SW005,8.0.421,2026-04-26,Tanium,Compliant
DEV-00499,SW006,8.0.421,2026-01-30,JAMF,Compliant
DEV-00349,SW002,126.0,2022-11-08,Tanium,Compliant
DEV-00349,SW003,15.4,2023-07-07,Tanium,Compliant
DEV-00349,SW010,1.0,2023-02-06,Intune,Compliant
DEV-00349,SW007,24.1,2022-05-03,Intune,Non-Compliant
DEV-00349,SW008,126.0,2022-09-15,JAMF,Compliant
DEV-00349,SW001,1.0,2022-10-19,Tanium,Compliant
DEV-00265,SW002,1.0,2025-04-27,JAMF,Compliant
DEV-00265,SW007,24.1,2025-04-04,Intune,Non-Compliant
DEV-00265,SW004,15.4,2024-05-09,Tanium,Compliant
DEV-00265,SW003,1.0,2024-06-02,ServiceNow,Compliant
DEV-00265,SW009,1.0,2024-04-23,JAMF,Non-Compliant
DEV-00265,SW001,24.1,2025-01-16,JAMF,Compliant
DEV-00265,SW006,24.1,2024-02-22,Intune,Compliant
DEV-00184,SW007,15.4,2024-09-22,JAMF,Non-Compliant
DEV-00184,SW001,15.4,2024-08-12,ServiceNow,Compliant
DEV-00184,SW003,126.0,2025-07-13,ServiceNow,Compliant
DEV-00184,SW006,126.0,2025-06-17,Tanium,Compliant
DEV-00184,SW008,8.0.421,2024-05-20,Intune,Compliant
DEV-00184,SW009,1.0,2024-03-29,ServiceNow,Non-Compliant
DEV-00184,SW002,2.5,2025-04-10,Intune,Compliant
DEV-00011,SW010,2.5,2022-08-01,ServiceNow,Compliant
DEV-00011,SW007,126.0,2023-02-26,JAMF,Non-Compliant
DEV-00011,SW008,8.0.421,2021-10-31,JAMF,Compliant
DEV-00011,SW001,15.4,2022-03-28,Intune,Compliant
DEV-00011,SW005,1.0,2021-12-10,ServiceNow,Compliant
DEV-00011,SW002,1.0,2022-04-04,ServiceNow,Compliant
DEV-00011,SW006,24.1,2022-03-23,Intune,Compliant
DEV-00376,SW004,1.0,2024-10-15,Intune,Compliant
DEV-00376,SW009,2.5,2024-06-17,ServiceNow,Non-Compliant
DEV-00376,SW002,1.0,2025-06-20,JAMF,Compliant
DEV-00376,SW010,8.0.421,2024-08-17,JAMF,Compliant
DEV-00384,SW008,126.0,2023-08-21,ServiceNow,Compliant
DEV-00384,SW005,126.0,2022-09-30,ServiceNow,Compliant
DEV-00384,SW006,2.5,2023-11-09,Tanium,Compliant
DEV-00384,SW004,24.1,2022-07-30,ServiceNow,Compliant
DEV-00384,SW009,2.5,2023-09-19,Tanium,Non-Compliant
DEV-00303,SW003,126.0,2023-12-29,ServiceNow,Compliant
DEV-00303,SW006,2.5,2024-02-01,Intune,Compliant
DEV-00303,SW008,8.0.421,2024-01-24,Tanium,Compliant
DEV-00303,SW005,1.0,2023-06-02,ServiceNow,Compliant
DEV-00303,SW007,2.5,2023-08-09,JAMF,Non-Compliant
DEV-00303,SW009,2.5,2023-06-07,Intune,Non-Compliant
DEV-00303,SW004,126.0,2023-03-21,Tanium,Compliant
DEV-00044,SW004,126.0,2025-02-09,ServiceNow,Compliant
DEV-00044,SW010,2.5,2025-02-26,ServiceNow,Compliant
DEV-00044,SW002,15.4,2024-07-20,Intune,Compliant
DEV-00044,SW005,2.5,2024-08-28,ServiceNow,Compliant
DEV-00044,SW007,8.0.421,2025-03-29,JAMF,Non-Compliant
DEV-00210,SW003,126.0,2022-11-12,Intune,Compliant
DEV-00210,SW004,2.5,2022-03-24,Intune,Compliant
DEV-00210,SW002,24.1,2022-10-09,Tanium,Compliant
DEV-00210,SW007,15.4,2022-05-17,JAMF,Non-Compliant
DEV-00210,SW008,2.5,2022-05-20,Intune,Compliant
DEV-00210,SW001,24.1,2023-02-17,Tanium,Compliant
DEV-00210,SW009,126.0,2022-06-02,Tanium,Non-Compliant
DEV-00210,SW010,24.1,2022-08-25,Tanium,Compliant
DEV-00445,SW008,15.4,2025-09-04,Tanium,Compliant
DEV-00445,SW002,1.0,2025-09-03,ServiceNow,Compliant
DEV-00445,SW005,1.0,2025-08-29,ServiceNow,Compliant
DEV-00445,SW004,2.5,2025-02-14,Intune,Compliant
DEV-00445,SW001,8.0.421,2025-02-03,Tanium,Compliant
DEV-00445,SW003,24.1,2025-05-19,JAMF,Compliant
DEV-00445,SW009,15.4,2025-01-08,Intune,Non-Compliant
DEV-00003,SW004,2.5,2026-01-08,Tanium,Compliant
DEV-00003,SW010,24.1,2026-11-19,Tanium,Compliant
DEV-00003,SW007,126.0,2026-08-25,ServiceNow,Non-Compliant
DEV-00003,SW001,24.1,2025-09-21,Intune,Compliant
DEV-00003,SW003,8.0.421,2025-11-17,Tanium,Compliant
DEV-00181,SW004,1.0,2022-04-21,ServiceNow,Compliant
DEV-00181,SW001,2.5,2022-09-11,Intune,Compliant
DEV-00181,SW010,15.4,2022-07-21,Intune,Compliant
DEV-00181,SW002,126.0,2022-05-10,Intune,Compliant
DEV-00181,SW003,1.0,2022-12-12,Tanium,Compliant
DEV-00181,SW009,2.5,2022-07-19,Tanium,Non-Compliant
DEV-00181,SW008,8.0.421,2022-10-11,JAMF,Compliant
DEV-00041,SW004,1.0,2026-09-05,JAMF,Compliant
DEV-00041,SW006,24.1,2026-01-04,JAMF,Compliant
DEV-00041,SW005,8.0.421,2026-07-03,JAMF,Compliant
DEV-00041,SW001,126.0,2026-07-17,Tanium,Compliant
DEV-00041,SW003,15.4,2026-12-29,Tanium,Compliant
DEV-00041,SW010,24.1,2025-10-13,Tanium,Compliant
DEV-00041,SW007,126.0,2026-04-04,ServiceNow,Non-Compliant
DEV-00225,SW010,8.0.421,2024-02-22,Intune,Compliant
DEV-00225,SW002,24.1,2023-09-21,ServiceNow,Compliant
DEV-00225,SW005,1.0,2023-11-16,JAMF,Compliant
DEV-00225,SW008,24.1,2024-10-18,Intune,Compliant
DEV-00225,SW007,8.0.421,2024-09-08,ServiceNow,Non-Compliant
DEV-00225,SW009,1.0,2023-09-10,Tanium,Non-Compliant
DEV-00225,SW003,24.1,2023-11-29,Intune,Compliant
DEV-00225,SW001,24.1,2024-05-12,Intune,Compliant
DEV-00377,SW007,126.0,2026-09-27,ServiceNow,Non-Compliant
DEV-00377,SW002,8.0.421,2026-07-18,ServiceNow,Compliant
DEV-00377,SW004,126.0,2026-04-17,Tanium,Compliant
DEV-00377,SW001,1.0,2026-12-31,ServiceNow,Compliant
DEV-00377,SW009,1.0,2026-02-23,JAMF,Non-Compliant
DEV-00377,SW010,8.0.421,2027-02-06,ServiceNow,Compliant
DEV-00377,SW006,15.4,2026-02-14,Intune,Compliant
DEV-00371,SW003,1.0,2025-08-13,Tanium,Compliant
DEV-00371,SW007,126.0,2025-12-01,JAMF,Non-Compliant
DEV-00371,SW004,2.5,2025-10-18,JAMF,Compliant
DEV-00371,SW002,1.0,2025-01-07,Tanium,Compliant
DEV-00371,SW005,24.1,2025-04-27,Tanium,Compliant
DEV-00371,SW009,126.0,2025-02-14,ServiceNow,Non-Compliant
DEV-00371,SW001,126.0,2025-07-06,Tanium,Compliant
DEV-00371,SW010,126.0,2025-12-02,ServiceNow,Compliant
DEV-00276,SW007,15.4,2025-02-26,Intune,Non-Compliant
DEV-00276,SW009,15.4,2024-11-09,JAMF,Non-Compliant
DEV-00276,SW002,1.0,2024-04-29,Intune,Compliant
DEV-00276,SW003,2.5,2025-02-16,Intune,Compliant
DEV-00388,SW003,24.1,2022-03-28,Tanium,Compliant
DEV-00388,SW008,24.1,2022-05-26,ServiceNow,Compliant
DEV-00388,SW004,8.0.421,2022-08-29,Tanium,Compliant
DEV-00388,SW006,2.5,2021-08-15,Tanium,Compliant
DEV-00388,SW009,126.0,2022-09-27,JAMF,Non-Compliant
DEV-00388,SW002,2.5,2022-03-17,Tanium,Compliant
DEV-00388,SW007,1.0,2022-11-02,Tanium,Non-Compliant
DEV-00388,SW005,8.0.421,2022-03-02,Tanium,Compliant
DEV-00360,SW008,126.0,2023-08-01,Intune,Compliant
DEV-00360,SW001,24.1,2024-04-09,Tanium,Compliant
DEV-00360,SW002,126.0,2024-05-07,Tanium,Compliant
DEV-00360,SW006,126.0,2023-03-31,Tanium,Compliant
DEV-00360,SW004,8.0.421,2023-04-25,ServiceNow,Compliant
DEV-00360,SW010,126.0,2024-05-03,ServiceNow,Compliant
DEV-00360,SW003,1.0,2023-08-23,JAMF,Compliant
