MacDeviceID,DeviceName,UserKey,RegionKey,BUKey,SerialNumber,Model,OSVersion,EnrollmentDate,LastCheckInDate,Status
MAC-00599,MAC-USE-00599,13325,1,10,C02ST8392UN,MacBook Pro 16,macOS 15.5,2025-12-07,2026-07-05,Managed
MAC-00600,MAC-EUN-00600,2856,3,7,C02QMOW1BWX,iMac 24,macOS 15.5,2024-08-12,2026-06-28,Managed
MAC-00601,MAC-USE-00601,12483,1,7,C02IFD0SETS,MacBook Pro 16,macOS 15.5,2025-09-23,2026-07-04,Managed
MAC-00602,MAC-SEA-00602,6898,5,5,C028XH0V5DD,MacBook Air 13,macOS 15.5,2026-02-21,2026-07-05,Managed
MAC-00603,MAC-USE-00603,4080,1,5,C023WWNQD8J,MacBook Pro 16,macOS 14.7,2025-09-13,2026-07-06,Managed
MAC-00604,MAC-BRS-00604,11753,6,10,C023ENIRTI4,MacBook Pro 14,macOS 15.4,2025-03-04,2026-06-23,Needs Attention
MAC-00605,MAC-EUW-00605,8179,4,11,C02PSD9QQHE,MacBook Pro 14,macOS 13.7,2026-04-27,2026-06-27,Needs Attention
MAC-00606,MAC-USE-00606,9360,1,9,C02B276SHY1,Mac mini,macOS 15.4,2026-01-08,2026-07-07,Managed
MAC-00607,MAC-SEA-00607,746,5,6,C02TBCT7N0F,MacBook Pro 14,macOS 15.5,2024-12-08,2026-07-04,Managed
MAC-00608,MAC-USE-00608,8967,1,6,C0260FLB7B8,Mac mini,macOS 15.5,2026-06-22,2026-07-05,Managed
MAC-00609,MAC-EUN-00609,10709,3,2,C02H3DRIRQS,MacBook Air 13,macOS 15.5,2024-09-22,2026-06-27,Managed
MAC-00610,MAC-BRS-00610,3225,6,10,C02A8ZHYRRN,MacBook Air 13,macOS 15.5,2025-02-10,2026-07-07,Managed
MAC-00611,MAC-USW-00611,9272,2,2,C02JPOIB5J2,MacBook Pro 16,macOS 15.5,2025-06-18,2026-07-06,Managed
MAC-00612,MAC-EUW-00612,3912,4,2,C02OTBN41NE,iMac 24,macOS 15.5,2024-11-08,2026-06-20,Managed
MAC-00613,MAC-SEA-00613,4214,5,1,C02DELMJ62Y,MacBook Air 13,macOS 13.7,2025-08-03,2026-07-06,Managed
MAC-00614,MAC-USE-00614,271,1,2,C02KMRO2VRQ,MacBook Pro 14,macOS 15.4,2025-10-23,2026-07-04,Managed
MAC-00615,MAC-USE-00615,2181,1,2,C02S9TLAC3R,MacBook Air 13,macOS 13.7,2026-03-03,2026-07-05,Managed
MAC-00616,MAC-USE-00616,6692,1,10,C02LXJWW26L,MacBook Air 13,macOS 15.5,2024-09-19,2026-07-05,Retired
MAC-00617,MAC-BRS-00617,1088,6,7,C029362KEKS,MacBook Air 13,macOS 15.5,2025-05-28,2026-07-04,Managed
MAC-00618,MAC-USW-00618,4199,2,1,C02Z6RW4TBM,MacBook Air 13,macOS 15.4,2024-12-29,2026-07-04,Managed
MAC-00619,MAC-USE-00619,9900,1,6,C02I8JPFDT6,Mac mini,macOS 13.7,2024-11-07,2026-07-07,Managed
MAC-00620,MAC-EUW-00620,10671,4,2,C02G9W0GEOA,MacBook Pro 16,macOS 15.5,2025-05-06,2026-07-04,Managed
MAC-00621,MAC-USW-00621,5381,2,9,C02ACT3JESF,MacBook Pro 16,macOS 15.5,2026-05-20,2026-07-05,Managed
MAC-00622,MAC-BRS-00622,138,6,12,C02DU1XLN11,MacBook Pro 16,macOS 15.5,2026-05-28,2026-06-26,Managed
MAC-00623,MAC-SEA-00623,967,5,3,C02BEPKOF6W,MacBook Air 13,macOS 15.4,2025-10-10,2026-06-27,Managed
MAC-00624,MAC-USW-00624,12654,2,11,C02MEBHRHYB,MacBook Pro 16,macOS 14.7,2025-07-29,2026-07-07,Managed
MAC-00625,MAC-USW-00625,13776,2,5,C02VW24FY98,MacBook Pro 16,macOS 13.7,2026-02-12,2026-07-06,Managed
MAC-00626,MAC-SEA-00626,10027,5,11,C02XHXOHZVH,Mac mini,macOS 14.7,2025-01-20,2026-07-07,Managed
MAC-00627,MAC-SEA-00627,6319,5,6,C02PYGZUYA7,iMac 24,macOS 15.4,2024-08-12,2026-07-04,Managed
MAC-00628,MAC-EUW-00628,13640,4,7,C02NMZL5ZL3,iMac 24,macOS 15.5,2026-05-28,2026-07-06,Needs Attention
MAC-00629,MAC-EUN-00629,599,3,12,C023BF0FU0Q,iMac 24,macOS 15.4,2025-12-29,2026-07-06,Managed
MAC-00630,MAC-BRS-00630,1061,6,5,C02O0BRQPA8,MacBook Pro 14,macOS 15.4,2025-06-10,2026-06-29,Managed
MAC-00631,MAC-USE-00631,554,1,1,C02U7U85QK6,MacBook Air 13,macOS 15.5,2024-08-20,2026-07-07,Managed
MAC-00632,MAC-EUW-00632,5701,4,9,C02TM6O1VH4,MacBook Pro 16,macOS 14.7,2026-03-10,2026-07-06,Needs Attention
MAC-00633,MAC-USW-00633,889,2,3,C02S8PEC10I,MacBook Pro 14,macOS 15.5,2026-06-01,2026-07-06,Managed
MAC-00634,MAC-EUN-00634,6014,3,10,C027424W4I8,MacBook Pro 16,macOS 15.4,2026-03-09,2026-07-05,Managed
MAC-00635,MAC-EUN-00635,1523,3,5,C02B0PE25JE,MacBook Pro 16,macOS 15.5,2026-02-08,2026-05-20,Managed
MAC-00636,MAC-SEA-00636,3081,5,8,C02Q1O9XF75,Mac mini,macOS 15.4,2026-03-29,2026-07-04,Managed
MAC-00637,MAC-BRS-00637,9239,6,10,C02MG3SVVOI,MacBook Air 13,macOS 15.5,2025-08-14,2026-07-05,Needs Attention
MAC-00638,MAC-EUN-00638,2020,3,8,C02VC4TE6HU,MacBook Pro 16,macOS 15.4,2025-08-03,2026-07-06,Managed
MAC-00639,MAC-BRS-00639,1799,6,10,C02XPIMF6WY,Mac mini,macOS 15.4,2025-01-27,2026-07-04,Managed
MAC-00640,MAC-SEA-00640,2450,5,2,C02YTJH09IC,MacBook Pro 14,macOS 15.5,2025-01-25,2026-07-04,Managed
MAC-00641,MAC-EUN-00641,1333,3,10,C02PLX08JQ9,MacBook Air 13,macOS 15.4,2025-07-27,2026-07-04,Needs Attention
MAC-00642,MAC-SEA-00642,6306,5,10,C02BLIYUKZU,Mac mini,macOS 15.4,2026-03-23,2026-07-06,Needs Attention
MAC-00643,MAC-EUN-00643,11284,3,5,C02B9OOPXU6,MacBook Pro 16,macOS 15.5,2025-11-24,2026-07-06,Managed
MAC-00644,MAC-EUN-00644,1110,3,8,C02AJI9NOI5,MacBook Pro 16,macOS 15.5,2025-05-15,2026-07-07,Retired
MAC-00645,MAC-BRS-00645,10335,6,10,C02XEC23ZBC,iMac 24,macOS 15.5,2025-11-05,2026-07-05,Managed
MAC-00646,MAC-EUW-00646,4521,4,12,C02W310NE40,MacBook Pro 16,macOS 14.7,2026-01-31,2026-06-25,Managed
MAC-00647,MAC-EUN-00647,13750,3,1,C029Y9C3Z9F,MacBook Air 13,macOS 15.4,2026-01-24,2026-07-06,Managed
MAC-00648,MAC-SEA-00648,4666,5,9,C02MNUPGJCR,Mac mini,macOS 15.4,2025-10-05,2026-07-04,Managed
MAC-00649,MAC-USE-00649,8927,1,3,C02JRCJUP1J,MacBook Air 13,macOS 15.5,2026-06-13,2026-06-27,Managed
MAC-00650,MAC-SEA-00650,6788,5,9,C029XCKVU6W,iMac 24,macOS 15.4,2024-12-07,2026-07-07,Managed
MAC-00651,MAC-BRS-00651,5808,6,2,C02JMBW2WY9,MacBook Pro 16,macOS 15.4,2024-12-11,2026-07-06,Managed
MAC-00652,MAC-SEA-00652,13920,5,7,C02WKVUNPQR,MacBook Pro 16,macOS 14.7,2024-10-27,2026-07-05,Managed
MAC-00653,MAC-BRS-00653,13615,6,2,C02KYOFOGVF,MacBook Air 13,macOS 15.5,2025-08-28,2026-07-05,Managed
MAC-00654,MAC-USW-00654,3904,2,12,C02DHUU9IVA,Mac mini,macOS 15.5,2025-11-29,2026-07-07,Lost
MAC-00655,MAC-SEA-00655,10548,5,4,C02PCDIXGK4,MacBook Pro 14,macOS 14.7,2025-10-03,2026-07-06,Managed
MAC-00656,MAC-BRS-00656,1359,6,6,C02V7MJKM8D,MacBook Air 13,macOS 15.5,2024-08-03,2026-07-05,Managed
MAC-00657,MAC-USE-00657,7313,1,2,C020CJ5MKMQ,MacBook Pro 16,macOS 15.5,2026-06-22,2026-07-04,Managed
MAC-00658,MAC-USE-00658,4914,1,10,C029T81AMCN,MacBook Pro 16,macOS 15.4,2025-07-17,2026-07-05,Managed
MAC-00659,MAC-USW-00659,13348,2,8,C02L2LH1OXQ,MacBook Air 13,macOS 14.7,2026-04-10,2026-06-28,Managed
MAC-00660,MAC-BRS-00660,5273,6,11,C02LR5WEABZ,MacBook Pro 14,macOS 15.5,2025-06-02,2026-07-05,Managed
MAC-00661,MAC-USE-00661,6861,1,10,C02BAPIU57D,MacBook Pro 14,macOS 15.4,2026-02-10,2026-07-07,Managed
MAC-00662,MAC-SEA-00662,10868,5,10,C02PGPQD0H2,iMac 24,macOS 15.5,2026-03-23,2026-06-30,Managed
MAC-00663,MAC-EUN-00663,7893,3,9,C0294J30RIP,MacBook Pro 14,macOS 15.4,2025-03-31,2026-07-07,Managed
MAC-00664,MAC-USE-00664,10625,1,5,C02RA0VXDI5,MacBook Pro 14,macOS 15.4,2025-07-12,2026-07-02,Managed
MAC-00665,MAC-EUW-00665,709,4,4,C02PY0V17AJ,MacBook Air 13,macOS 15.4,2024-10-25,2026-06-30,Managed
MAC-00666,MAC-EUN-00666,2993,3,9,C02A34SPSVD,MacBook Pro 16,macOS 15.5,2026-03-09,2026-07-07,Managed
MAC-00667,MAC-USE-00667,9643,1,10,C023FYOGV45,MacBook Pro 16,macOS 15.5,2025-07-05,2026-07-06,Needs Attention
MAC-00668,MAC-BRS-00668,7198,6,1,C02WOQ2ODSZ,Mac mini,macOS 14.7,2025-05-20,2026-07-07,Managed
MAC-00669,MAC-BRS-00669,13695,6,4,C02U5GONZTI,MacBook Pro 16,macOS 14.7,2025-06-02,2026-07-06,Managed
MAC-00670,MAC-USW-00670,7959,2,7,C02ZTG0O3UF,MacBook Air 13,macOS 14.7,2024-09-08,2026-07-04,Managed
MAC-00671,MAC-USE-00671,13526,1,4,C02IZ1IE84A,Mac mini,macOS 15.5,2026-06-24,2026-07-04,Managed
MAC-00672,MAC-BRS-00672,8818,6,3,C02AJFXCVG8,MacBook Air 13,macOS 15.5,2025-10-27,2026-07-07,Managed
MAC-00673,MAC-EUN-00673,4101,3,8,C02ZO3KXY3J,MacBook Air 13,macOS 14.7,2025-05-20,2026-07-06,Managed
MAC-00674,MAC-EUN-00674,11081,3,4,C02SOZSV3UH,iMac 24,macOS 15.5,2026-06-22,2026-06-28,Managed
MAC-00675,MAC-EUN-00675,2736,3,7,C02TH3DE5FI,MacBook Pro 14,macOS 15.5,2024-08-30,2026-07-06,Managed
MAC-00676,MAC-EUN-00676,11662,3,4,C02DDQ3NCA9,MacBook Pro 16,macOS 15.5,2026-03-09,2026-07-04,Managed
MAC-00677,MAC-USE-00677,13230,1,1,C02AJTL7LMQ,MacBook Pro 16,macOS 15.5,2024-09-09,2026-07-06,Managed
MAC-00678,MAC-USW-00678,6943,2,11,C023PQ9D2FG,MacBook Air 13,macOS 14.7,2025-06-14,2026-07-04,Managed
MAC-00679,MAC-USW-00679,6041,2,10,C02DGDLUOU3,MacBook Pro 16,macOS 15.5,2026-02-21,2026-07-06,Managed
MAC-00680,MAC-USE-00680,13284,1,12,C02J5J4LRVP,MacBook Pro 16,macOS 15.5,2024-09-03,2026-07-07,Managed
MAC-00681,MAC-USE-00681,13081,1,10,C02WJ9Q4XCZ,MacBook Pro 16,macOS 15.4,2025-05-07,2026-05-30,Managed
MAC-00682,MAC-USE-00682,13594,1,8,C026M1J1HPZ,iMac 24,macOS 15.4,2026-06-19,2026-05-11,Managed
MAC-00683,MAC-USE-00683,12740,1,9,C02LDEPF98W,MacBook Pro 16,macOS 15.5,2025-10-20,2026-07-05,Managed
MAC-00684,MAC-SEA-00684,7537,5,4,C02LLBI3FAH,MacBook Pro 14,macOS 15.4,2026-02-02,2026-06-22,Managed
MAC-00685,MAC-SEA-00685,3426,5,3,C02ANO2AO9G,MacBook Pro 16,macOS 15.4,2025-04-13,2026-07-04,Managed
MAC-00686,MAC-USE-00686,245,1,2,C02D6BJSG0L,MacBook Pro 16,macOS 15.4,2024-08-05,2026-07-07,Managed
MAC-00687,MAC-USW-00687,1904,2,11,C022UTJOD6I,Mac mini,macOS 15.5,2025-01-25,2026-07-06,Managed
MAC-00688,MAC-EUW-00688,6344,4,1,C02ZUVM76DU,iMac 24,macOS 15.5,2025-06-06,2026-07-06,Needs Attention
MAC-00689,MAC-USE-00689,4173,1,6,C02OVPPHNJ9,Mac mini,macOS 15.4,2026-01-04,2026-06-27,Managed
MAC-00690,MAC-USW-00690,4199,2,1,C02CSAC74DQ,iMac 24,macOS 15.5,2026-04-05,2026-06-23,Managed
MAC-00691,MAC-BRS-00691,56,6,9,C023OCVRL3F,iMac 24,macOS 15.5,2025-05-16,2026-07-04,Managed
MAC-00692,MAC-EUW-00692,4713,4,2,C02EQGBWXKU,MacBook Air 13,macOS 15.5,2024-08-18,2026-07-04,Managed
MAC-00693,MAC-EUW-00693,6962,4,5,C02F2BBZB4M,MacBook Air 13,macOS 15.5,2025-10-07,2026-07-04,Lost
MAC-00694,MAC-EUN-00694,11998,3,8,C02YCCBM7KH,Mac mini,macOS 15.4,2026-01-08,2026-07-02,Managed
MAC-00695,MAC-BRS-00695,9192,6,9,C02UAPD6GE9,MacBook Pro 16,macOS 15.5,2026-05-16,2026-07-04,Managed
MAC-00696,MAC-EUN-00696,7577,3,5,C021WBF1FYT,Mac mini,macOS 15.5,2025-12-18,2026-07-07,Needs Attention
MAC-00697,MAC-BRS-00697,11707,6,11,C02EZZOJORC,MacBook Pro 14,macOS 15.5,2025-05-01,2026-07-05,Managed
MAC-00698,MAC-USE-00698,8451,1,4,C02GJS74CW8,MacBook Pro 14,macOS 15.5,2025-10-09,2026-07-06,Managed
MAC-00699,MAC-EUW-00699,13681,4,2,C02K691XASH,MacBook Air 13,macOS 13.7,2025-05-20,2026-07-07,Managed
MAC-00700,MAC-EUN-00700,1608,3,5,C02C566JKD5,Mac mini,macOS 15.5,2026-04-20,2026-07-06,Managed
MAC-00701,MAC-SEA-00701,9232,5,5,C02SC99O5ZM,MacBook Pro 14,macOS 15.5,2024-12-21,2026-07-07,Lost
MAC-00702,MAC-USW-00702,6490,2,3,C02BH29MUEZ,iMac 24,macOS 14.7,2026-01-30,2026-07-04,Managed
MAC-00703,MAC-USE-00703,13340,1,11,C02KX3XTOPF,Mac mini,macOS 15.5,2024-09-04,2026-07-05,Needs Attention
MAC-00704,MAC-USE-00704,11441,1,2,C02Y1Y2XZ84,MacBook Pro 16,macOS 15.5,2025-02-24,2026-07-04,Managed
MAC-00705,MAC-USE-00705,10453,1,5,C02XHEA0TFQ,iMac 24,macOS 15.5,2025-12-23,2026-07-06,Managed
MAC-00706,MAC-USW-00706,9391,2,5,C02L38EV9XU,iMac 24,macOS 15.5,2026-04-24,2026-07-05,Managed
MAC-00707,MAC-BRS-00707,2,6,4,C02KRIHWXQ6,MacBook Pro 14,macOS 14.7,2025-04-03,2026-07-07,Managed
MAC-00708,MAC-USE-00708,494,1,2,C020KU8EQ34,MacBook Pro 14,macOS 15.5,2024-10-29,2026-07-04,Managed
MAC-00709,MAC-SEA-00709,10745,5,2,C022XHNJF52,Mac mini,macOS 14.7,2026-03-19,2026-07-04,Managed
MAC-00710,MAC-EUN-00710,9629,3,11,C023LHX58XX,MacBook Pro 14,macOS 15.5,2024-10-20,2026-07-05,Managed
MAC-00711,MAC-SEA-00711,1054,5,2,C029A17E2K3,MacBook Pro 16,macOS 15.5,2024-11-26,2026-07-07,Managed
MAC-00712,MAC-SEA-00712,9970,5,11,C02IRJHUVI4,MacBook Pro 14,macOS 15.4,2024-08-24,2026-07-07,Managed
MAC-00713,MAC-EUN-00713,3382,3,4,C02AZA6EQ5K,MacBook Air 13,macOS 15.5,2025-06-18,2026-07-07,Managed
MAC-00714,MAC-BRS-00714,10250,6,7,C02BKMAN9SJ,MacBook Pro 14,macOS 15.4,2025-07-10,2026-07-06,Managed
MAC-00715,MAC-SEA-00715,13599,5,1,C028A3ST6TN,MacBook Pro 14,macOS 15.5,2024-11-21,2026-07-07,Managed
MAC-00716,MAC-USW-00716,8737,2,8,C02BX7NDHNF,iMac 24,macOS 15.5,2025-10-29,2026-07-06,Managed
MAC-00717,MAC-USE-00717,5516,1,7,C02LEHVT4IB,Mac mini,macOS 15.4,2024-08-09,2026-07-07,Managed
MAC-00718,MAC-BRS-00718,1756,6,2,C02EKZ79X05,MacBook Pro 14,macOS 15.4,2025-04-24,2026-07-03,Managed
MAC-00719,MAC-EUW-00719,1666,4,3,C02RAFCO3VH,iMac 24,macOS 14.7,2024-10-26,2026-07-07,Managed
MAC-00720,MAC-EUW-00720,8852,4,11,C0204XWJJHZ,Mac mini,macOS 15.5,2025-11-26,2026-07-04,Managed
MAC-00721,MAC-SEA-00721,5724,5,7,C02BC71YXED,MacBook Pro 16,macOS 14.7,2024-10-23,2026-07-06,Managed
MAC-00722,MAC-BRS-00722,3717,6,1,C02H71ZK015,iMac 24,macOS 15.5,2026-04-22,2026-07-07,Managed
MAC-00723,MAC-EUW-00723,12479,4,3,C024O9LHO6T,MacBook Pro 14,macOS 15.5,2025-05-14,2026-07-06,Managed
MAC-00724,MAC-USE-00724,11966,1,7,C022OUOVN5A,iMac 24,macOS 15.5,2025-04-11,2026-07-04,Managed
MAC-00725,MAC-USE-00725,12625,1,10,C026W0TY1PA,Mac mini,macOS 15.4,2026-01-16,2026-07-05,Managed
MAC-00726,MAC-EUN-00726,6148,3,1,C022WGTAT0M,MacBook Pro 14,macOS 15.5,2025-11-08,2026-07-04,Managed
MAC-00727,MAC-BRS-00727,12047,6,6,C02RQAJ3KHD,MacBook Air 13,macOS 15.4,2025-06-06,2026-07-05,Managed
MAC-00728,MAC-USE-00728,11650,1,1,C02H112X7KU,Mac mini,macOS 15.4,2026-06-25,2026-07-07,Managed
MAC-00729,MAC-SEA-00729,4532,5,7,C02I5JAC8H0,Mac mini,macOS 13.7,2026-06-23,2026-07-06,Managed
MAC-00730,MAC-EUW-00730,2028,4,11,C02TBN9Z2FW,MacBook Pro 14,macOS 15.5,2024-11-16,2026-07-03,Managed
MAC-00731,MAC-USE-00731,2312,1,10,C024T4TKRBO,MacBook Air 13,macOS 15.4,2026-02-26,2026-07-05,Managed
MAC-00732,MAC-EUW-00732,4320,4,3,C02KEOL0O39,MacBook Pro 16,macOS 15.5,2025-07-24,2026-07-05,Managed
MAC-00733,MAC-EUN-00733,11665,3,9,C02B3S4FJ6B,MacBook Air 13,macOS 15.5,2025-09-14,2026-07-04,Managed
MAC-00734,MAC-BRS-00734,615,6,9,C02I08AUHHU,iMac 24,macOS 15.5,2025-09-05,2026-07-07,Managed
MAC-00735,MAC-SEA-00735,12711,5,8,C02KYIIWVY1,MacBook Air 13,macOS 15.5,2026-04-16,2026-07-04,Managed
MAC-00736,MAC-EUN-00736,1227,3,9,C02GIO1DT9Q,MacBook Pro 16,macOS 15.4,2026-02-17,2026-06-24,Managed
MAC-00737,MAC-EUN-00737,7414,3,5,C0282UIAVGR,Mac mini,macOS 15.5,2026-06-26,2026-07-05,Managed
MAC-00738,MAC-EUW-00738,6870,4,8,C026228ARL1,Mac mini,macOS 15.5,2025-01-22,2026-07-04,Managed
MAC-00739,MAC-USE-00739,3027,1,5,C02Z1M70EZ9,MacBook Pro 16,macOS 15.4,2026-01-04,2026-07-05,Managed
MAC-00740,MAC-EUN-00740,2468,3,8,C02QCRDU3NN,MacBook Pro 14,macOS 15.5,2025-05-12,2026-07-07,Managed
MAC-00741,MAC-USW-00741,6772,2,11,C027OMKJNMO,iMac 24,macOS 15.4,2025-11-06,2026-06-28,Managed
MAC-00742,MAC-EUW-00742,9274,4,2,C028F5QXT9J,MacBook Pro 14,macOS 15.4,2026-02-25,2026-07-07,Managed
MAC-00743,MAC-USW-00743,5537,2,4,C02CDE7DGL3,MacBook Pro 16,macOS 15.5,2026-02-03,2026-07-04,Managed
MAC-00744,MAC-USW-00744,7328,2,3,C02HQQ2BTA4,MacBook Pro 14,macOS 15.4,2026-01-16,2026-07-05,Managed
MAC-00745,MAC-USW-00745,160,2,3,C0261ZGLEYE,MacBook Pro 14,macOS 15.5,2026-06-05,2026-07-04,Managed
MAC-00746,MAC-BRS-00746,8395,6,9,C021GB8OZUH,Mac mini,macOS 15.5,2025-07-08,2026-07-07,Managed
MAC-00747,MAC-USW-00747,1365,2,1,C02ETMTJE9X,Mac mini,macOS 15.5,2025-02-05,2026-06-30,Managed
MAC-00748,MAC-USW-00748,7531,2,7,C02U8QUCRBM,MacBook Pro 14,macOS 15.4,2024-09-05,2026-07-04,Managed
MAC-00749,MAC-BRS-00749,9154,6,1,C02FU0Q2JU6,MacBook Pro 14,macOS 15.5,2025-02-02,2026-07-04,Managed
MAC-00750,MAC-USW-00750,12666,2,2,C02GDUENME5,MacBook Air 13,macOS 14.7,2024-07-23,2026-07-04,Managed
MAC-00751,MAC-SEA-00751,8501,5,9,C0255PU5J1I,MacBook Air 13,macOS 15.5,2025-03-11,2026-07-04,Managed
MAC-00752,MAC-USW-00752,6269,2,7,C02CY1LHRFV,MacBook Air 13,macOS 15.5,2025-12-09,2026-07-05,Managed
MAC-00753,MAC-BRS-00753,7455,6,11,C02QZR1T7XX,MacBook Pro 16,macOS 15.5,2026-03-27,2026-07-07,Managed
MAC-00754,MAC-BRS-00754,7515,6,12,C02AQ7JHULX,iMac 24,macOS 14.7,2026-03-29,2026-07-05,Managed
MAC-00755,MAC-EUN-00755,13256,3,11,C020UQB0RZR,MacBook Air 13,macOS 15.5,2025-05-10,2026-06-25,Managed
MAC-00756,MAC-EUW-00756,10798,4,10,C02G07525OQ,MacBook Air 13,macOS 15.5,2024-09-04,2026-07-07,Managed
MAC-00757,MAC-USW-00757,6250,2,5,C0208ACHEZG,Mac mini,macOS 14.7,2026-05-05,2026-07-07,Managed
MAC-00758,MAC-EUN-00758,36,3,5,C029SGW1IHC,MacBook Air 13,macOS 15.4,2026-01-01,2026-07-05,Needs Attention
MAC-00759,MAC-EUN-00759,5382,3,6,C025LBOD5Y1,MacBook Air 13,macOS 14.7,2025-12-31,2026-06-27,Managed
MAC-00760,MAC-BRS-00760,10329,6,4,C023OPFKOPZ,MacBook Pro 14,macOS 13.7,2025-02-26,2026-07-06,Managed
MAC-00761,MAC-SEA-00761,343,5,10,C02479AP12D,iMac 24,macOS 15.5,2025-10-10,2026-07-05,Managed
MAC-00762,MAC-USE-00762,1946,1,12,C02NKFB363Y,iMac 24,macOS 15.4,2025-06-27,2026-07-07,Managed
MAC-00763,MAC-EUW-00763,12245,4,10,C02F86JI5H9,MacBook Air 13,macOS 15.5,2026-05-08,2026-07-04,Managed
MAC-00764,MAC-EUW-00764,6908,4,9,C02B2HOV2VV,iMac 24,macOS 15.4,2026-02-09,2026-07-06,Managed
MAC-00765,MAC-BRS-00765,11885,6,6,C022SRXH3Q1,MacBook Pro 16,macOS 15.4,2025-04-18,2026-07-01,Managed
MAC-00766,MAC-BRS-00766,8090,6,4,C02P2Q0E3MU,iMac 24,macOS 15.5,2024-08-15,2026-06-28,Managed
MAC-00767,MAC-EUW-00767,3863,4,9,C02W5NJPOSD,MacBook Pro 14,macOS 14.7,2024-11-27,2026-07-05,Needs Attention
MAC-00768,MAC-USE-00768,10354,1,5,C02EG8V2BNM,MacBook Pro 16,macOS 14.7,2025-05-12,2026-07-04,Managed
MAC-00769,MAC-EUW-00769,8797,4,12,C02LDLA02KH,Mac mini,macOS 14.7,2024-11-30,2026-07-07,Managed
MAC-00770,MAC-USW-00770,13099,2,8,C02P44290PD,iMac 24,macOS 15.5,2024-10-03,2026-07-04,Managed
MAC-00771,MAC-BRS-00771,1527,6,3,C02L0M48HTN,MacBook Pro 16,macOS 14.7,2026-01-12,2026-07-07,Managed
MAC-00772,MAC-USW-00772,6518,2,11,C0210C4PMQ7,iMac 24,macOS 15.5,2026-01-08,2026-07-06,Enrollment Pending
MAC-00773,MAC-USE-00773,8295,1,3,C02VC2XU8CY,iMac 24,macOS 15.4,2025-04-28,2026-07-06,Managed
MAC-00774,MAC-USW-00774,10039,2,12,C0267WGSUMV,MacBook Air 13,macOS 14.7,2026-03-28,2026-07-07,Managed
MAC-00775,MAC-EUN-00775,12089,3,12,C02Y11OXRM5,MacBook Pro 14,macOS 15.5,2024-07-31,2026-07-03,Needs Attention
MAC-00776,MAC-BRS-00776,4097,6,5,C02HSQEDX47,MacBook Pro 16,macOS 15.5,2025-08-23,2026-06-27,Managed
MAC-00777,MAC-EUW-00777,13223,4,3,C02NPBERI1I,Mac mini,macOS 15.5,2025-12-18,2026-07-07,Managed
MAC-00778,MAC-EUW-00778,1980,4,2,C02OC7RFANO,Mac mini,macOS 15.5,2025-01-23,2026-07-06,Managed
MAC-00779,MAC-SEA-00779,12020,5,10,C02P4ZYCLH7,MacBook Pro 14,macOS 15.4,2025-02-11,2026-07-04,Managed
MAC-00780,MAC-USW-00780,4503,2,9,C02DS06I0Q8,MacBook Pro 14,macOS 15.5,2024-08-15,2026-07-07,Managed
MAC-00781,MAC-EUN-00781,6596,3,3,C02QA9H17AS,Mac mini,macOS 15.4,2025-03-25,2026-07-05,Managed
MAC-00782,MAC-EUN-00782,13558,3,3,C02TKGOOEWQ,Mac mini,macOS 15.4,2025-09-26,2026-07-04,Managed
MAC-00783,MAC-USE-00783,6849,1,5,C025P7SR80C,iMac 24,macOS 15.5,2026-02-18,2026-07-04,Managed
MAC-00784,MAC-USW-00784,3608,2,1,C02IYNKI0TT,Mac mini,macOS 15.4,2025-07-06,2026-06-29,Managed
MAC-00785,MAC-SEA-00785,2572,5,12,C02SVRSTDI2,MacBook Pro 14,macOS 15.5,2025-08-10,2026-07-05,Managed
MAC-00786,MAC-EUN-00786,32,3,8,C02FXD459PY,MacBook Pro 16,macOS 15.5,2025-04-18,2026-07-07,Managed
MAC-00787,MAC-EUW-00787,4162,4,11,C02P4ASIB8K,iMac 24,macOS 14.7,2025-09-28,2026-05-17,Managed
MAC-00788,MAC-EUW-00788,9535,4,3,C02V6YAZ5FD,iMac 24,macOS 15.5,2025-02-18,2026-07-05,Managed
MAC-00789,MAC-USE-00789,2635,1,4,C02MY2L2MYU,iMac 24,macOS 15.5,2024-11-04,2026-07-07,Enrollment Pending
MAC-00790,MAC-SEA-00790,5962,5,4,C02UUN6WQCG,MacBook Pro 14,macOS 15.4,2025-07-07,2026-07-07,Managed
MAC-00791,MAC-USE-00791,5487,1,3,C02EE0WGCTJ,MacBook Pro 16,macOS 15.4,2025-03-08,2026-07-06,Managed
MAC-00792,MAC-EUW-00792,9077,4,11,C02YF7FOQEX,MacBook Air 13,macOS 15.5,2024-11-07,2026-07-04,Managed
MAC-00793,MAC-BRS-00793,7695,6,12,C022LH0JX2I,MacBook Air 13,macOS 15.5,2024-12-11,2026-07-04,Managed
MAC-00794,MAC-USE-00794,8334,1,3,C02XJEZIJ30,MacBook Pro 16,macOS 15.5,2026-02-22,2026-06-23,Managed
MAC-00795,MAC-SEA-00795,1602,5,12,C024F2FNVNW,MacBook Air 13,macOS 15.4,2025-10-19,2026-07-04,Managed
MAC-00796,MAC-USE-00796,8334,1,3,C02YKD7MHT4,MacBook Pro 16,macOS 15.4,2024-09-03,2026-07-07,Managed
MAC-00797,MAC-USW-00797,3351,2,1,C02E1E3F0Y4,iMac 24,macOS 15.5,2025-07-04,2026-07-05,Managed
