CloudPCID,CloudPCName,UserKey,RegionKey,BUKey,ProvisioningPolicy,LicenseSKU,Status,vCPU,MemoryGB,DiskGB,DiskType,OSVersion,IPAddress,AzureResourceGroup,ProvisionedDate,EnrolledDate,LastLoginDate,DaysSinceLastLogin,InactivityBucket
CPC-10406,CPC-EUN-10406,10406,3,10,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.40.166,rg-w365-eun-10,2025-07-06,2025-07-06,2026-07-07,0,Active <15 Days
CPC-10407,CPC-EUN-10407,10407,3,11,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.3.40.167,rg-w365-eun-11,2026-04-06,2026-04-08,2026-07-07,0,Active <15 Days
CPC-10408,CPC-BRS-10408,10408,6,12,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.40.168,rg-w365-brs-12,2025-10-17,2025-10-19,2026-06-25,12,Active <15 Days
CPC-10409,CPC-BRS-10409,10409,6,12,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.40.169,rg-w365-brs-12,2025-09-27,2025-09-29,2026-07-07,0,Active <15 Days
CPC-10410,CPC-USE-10410,10410,1,5,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.170,rg-w365-use-05,2026-03-06,2026-03-06,2026-07-05,2,Active <15 Days
CPC-10411,CPC-USW-10411,10411,2,5,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.40.171,rg-w365-usw-05,2026-04-12,2026-04-12,2026-06-27,10,Active <15 Days
CPC-10412,CPC-EUW-10412,10412,4,5,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.40.172,rg-w365-euw-05,2025-05-22,2025-05-23,2026-07-01,6,Active <15 Days
CPC-10413,CPC-EUW-10413,10413,4,9,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.173,rg-w365-euw-09,2025-12-02,2025-12-03,2026-06-23,14,Active <15 Days
CPC-10414,CPC-USW-10414,10414,2,2,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.174,rg-w365-usw-02,2025-10-21,2025-10-21,2026-06-30,7,Active <15 Days
CPC-10415,CPC-USE-10415,10415,1,1,W365-US-East-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.40.175,rg-w365-use-01,2026-04-06,2026-04-07,2026-07-03,4,Active <15 Days
CPC-10416,CPC-EUW-10416,10416,4,8,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.176,rg-w365-euw-08,2025-08-10,2025-08-12,2026-06-27,10,Active <15 Days
CPC-10417,CPC-EUN-10417,10417,3,8,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.3.40.177,rg-w365-eun-08,2026-05-22,2026-05-22,2026-06-26,11,Active <15 Days
CPC-10418,CPC-SEA-10418,10418,5,11,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.40.178,rg-w365-sea-11,2025-06-15,2025-06-17,2026-07-03,4,Active <15 Days
CPC-10419,CPC-SEA-10419,10419,5,11,W365-APAC-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Standard SSD,Windows 11 Enterprise 23H2,10.5.40.179,rg-w365-sea-11,2025-06-13,2025-06-14,2026-06-25,12,Active <15 Days
CPC-10420,CPC-BRS-10420,10420,6,3,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.40.180,rg-w365-brs-03,2026-02-10,2026-02-10,2026-07-04,3,Active <15 Days
CPC-10421,CPC-EUW-10421,10421,4,7,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.40.181,rg-w365-euw-07,2025-07-10,2025-07-12,2026-06-23,14,Active <15 Days
CPC-10422,CPC-BRS-10422,10422,6,6,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.6.40.182,rg-w365-brs-06,2026-02-16,2026-02-18,2026-07-02,5,Active <15 Days
CPC-10423,CPC-SEA-10423,10423,5,10,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.40.183,rg-w365-sea-10,2025-10-02,2025-10-02,2026-07-04,3,Active <15 Days
CPC-10424,CPC-EUW-10424,10424,4,9,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.184,rg-w365-euw-09,2025-06-21,2025-06-23,2026-07-07,0,Active <15 Days
CPC-10425,CPC-USW-10425,10425,2,9,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.40.185,rg-w365-usw-09,2026-05-26,2026-05-26,2026-07-05,2,Active <15 Days
CPC-10426,CPC-EUW-10426,10426,4,11,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.40.186,rg-w365-euw-11,2025-11-16,2025-11-16,2026-06-26,11,Active <15 Days
CPC-10427,CPC-EUN-10427,10427,3,5,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,InGracePeriod,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.187,rg-w365-eun-05,2025-12-09,2025-12-09,2026-06-28,9,Active <15 Days
CPC-10428,CPC-USE-10428,10428,1,2,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.188,rg-w365-use-02,2025-11-19,2025-11-20,2026-06-26,11,Active <15 Days
CPC-10429,CPC-SEA-10429,10429,5,7,W365-APAC-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.40.189,rg-w365-sea-07,2025-11-03,2025-11-03,2026-06-23,14,Active <15 Days
CPC-10430,CPC-EUN-10430,10430,3,3,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.3.40.190,rg-w365-eun-03,2026-01-12,2026-01-12,2026-06-23,14,Active <15 Days
CPC-10431,CPC-EUN-10431,10431,3,5,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Failed,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.191,rg-w365-eun-05,2025-07-22,2025-07-22,2026-06-24,13,Active <15 Days
CPC-10432,CPC-BRS-10432,10432,6,5,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.6.40.192,rg-w365-brs-05,2025-12-07,2025-12-08,2026-06-25,12,Active <15 Days
CPC-10433,CPC-USW-10433,10433,2,1,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.193,rg-w365-usw-01,2025-05-16,2025-05-16,2026-04-02,96,45+ Days
CPC-10434,CPC-BRS-10434,10434,6,10,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.40.194,rg-w365-brs-10,2026-02-07,2026-02-08,2026-06-29,8,Active <15 Days
CPC-10435,CPC-USW-10435,10435,2,7,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.195,rg-w365-usw-07,2025-06-03,2025-06-04,2026-06-29,8,Active <15 Days
CPC-10436,CPC-EUW-10436,10436,4,6,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.196,rg-w365-euw-06,2025-06-07,2025-06-09,2026-06-26,11,Active <15 Days
CPC-10437,CPC-EUN-10437,10437,3,10,W365-EMEA-North-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 10 Enterprise 22H2,10.3.40.197,rg-w365-eun-10,2025-06-19,2025-06-19,2026-07-01,6,Active <15 Days
CPC-10438,CPC-EUW-10438,10438,4,8,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.40.198,rg-w365-euw-08,2026-05-22,2026-05-23,2026-07-02,5,Active <15 Days
CPC-10439,CPC-USE-10439,10439,1,11,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.199,rg-w365-use-11,2025-08-27,2025-08-27,2026-07-05,2,Active <15 Days
CPC-10440,CPC-EUW-10440,10440,4,8,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.200,rg-w365-euw-08,2025-09-15,2025-09-16,2026-06-29,8,Active <15 Days
CPC-10441,CPC-USW-10441,10441,2,7,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.201,rg-w365-usw-07,2026-02-06,2026-02-06,2026-06-25,12,Active <15 Days
CPC-10442,CPC-USW-10442,10442,2,9,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.202,rg-w365-usw-09,2026-04-22,2026-04-24,2026-07-01,6,Active <15 Days
CPC-10443,CPC-EUN-10443,10443,3,4,W365-EMEA-North-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.203,rg-w365-eun-04,2025-11-22,2025-11-24,2026-06-02,35,15-45 Days
CPC-10444,CPC-EUW-10444,10444,4,1,W365-EMEA-West-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Standard SSD,Windows 11 Enterprise 24H2,10.4.40.204,rg-w365-euw-01,2025-09-24,2025-09-26,2026-07-01,6,Active <15 Days
CPC-10445,CPC-SEA-10445,10445,5,10,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.5.40.205,rg-w365-sea-10,2026-06-10,2026-06-11,2026-05-23,45,15-45 Days
CPC-10446,CPC-EUW-10446,10446,4,11,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.206,rg-w365-euw-11,2026-03-01,2026-03-01,2026-07-06,1,Active <15 Days
CPC-10447,CPC-BRS-10447,10447,6,6,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.40.207,rg-w365-brs-06,2025-11-28,2025-11-30,2026-07-01,6,Active <15 Days
CPC-10448,CPC-EUW-10448,10448,4,9,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.4.40.208,rg-w365-euw-09,2026-03-13,2026-03-13,2026-07-03,4,Active <15 Days
CPC-10449,CPC-EUN-10449,10449,3,7,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.40.209,rg-w365-eun-07,2026-03-06,2026-03-08,2026-07-06,1,Active <15 Days
CPC-10450,CPC-EUN-10450,10450,3,4,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.210,rg-w365-eun-04,2025-11-14,2025-11-15,2026-06-29,8,Active <15 Days
CPC-10451,CPC-USW-10451,10451,2,10,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.211,rg-w365-usw-10,2025-08-19,2025-08-20,2026-07-04,3,Active <15 Days
CPC-10452,CPC-USW-10452,10452,2,7,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.40.212,rg-w365-usw-07,2025-10-18,2025-10-19,2026-07-04,3,Active <15 Days
CPC-10453,CPC-USE-10453,10453,1,5,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.1.40.213,rg-w365-use-05,2025-11-02,2025-11-03,2026-07-06,1,Active <15 Days
CPC-10454,CPC-BRS-10454,10454,6,4,W365-LATAM-SharedOps,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.6.40.214,rg-w365-brs-04,2026-02-26,2026-02-27,2026-06-26,11,Active <15 Days
CPC-10455,CPC-BRS-10455,10455,6,1,W365-LATAM-SharedOps,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 24H2,10.6.40.215,rg-w365-brs-01,2025-11-17,2025-11-19,2026-07-05,2,Active <15 Days
CPC-10456,CPC-BRS-10456,10456,6,6,W365-LATAM-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.40.216,rg-w365-brs-06,2026-01-16,2026-01-18,2026-06-29,8,Active <15 Days
CPC-10457,CPC-USW-10457,10457,2,7,W365-US-West-Standard,W365 Enterprise 8vCPU/32GB/512GB,Provisioned,8,32,512,Premium SSD,Windows 11 Enterprise 23H2,10.2.40.217,rg-w365-usw-07,2026-01-04,2026-01-06,2026-06-28,9,Active <15 Days
CPC-10458,CPC-SEA-10458,10458,5,7,W365-APAC-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.40.218,rg-w365-sea-07,2026-01-06,2026-01-06,2026-07-06,1,Active <15 Days
CPC-10459,CPC-USW-10459,10459,2,6,W365-US-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.219,rg-w365-usw-06,2025-05-28,2025-05-28,2026-07-03,4,Active <15 Days
CPC-10460,CPC-SEA-10460,10460,5,10,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.5.40.220,rg-w365-sea-10,2025-08-16,2025-08-16,2026-07-03,4,Active <15 Days
CPC-10461,CPC-USW-10461,10461,2,6,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.221,rg-w365-usw-06,2026-04-23,2026-04-23,2026-06-24,13,Active <15 Days
CPC-10462,CPC-USE-10462,10462,1,7,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.1.40.222,rg-w365-use-07,2025-07-18,2025-07-20,2026-06-27,10,Active <15 Days
CPC-10463,CPC-EUN-10463,10463,3,7,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,InGracePeriod,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.223,rg-w365-eun-07,2025-12-22,2025-12-23,2026-07-01,6,Active <15 Days
CPC-10464,CPC-SEA-10464,10464,5,10,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.5.40.224,rg-w365-sea-10,2026-01-30,2026-01-30,2026-06-30,7,Active <15 Days
CPC-10465,CPC-BRS-10465,10465,6,9,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.6.40.225,rg-w365-brs-09,2026-04-04,2026-04-05,2026-06-29,8,Active <15 Days
CPC-10466,CPC-EUN-10466,10466,3,9,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.226,rg-w365-eun-09,2025-08-16,2025-08-17,2026-03-11,118,45+ Days
CPC-10467,CPC-EUW-10467,10467,4,11,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.40.227,rg-w365-euw-11,2025-06-15,2025-06-15,2026-04-11,87,45+ Days
CPC-10468,CPC-EUN-10468,10468,3,1,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.40.228,rg-w365-eun-01,2025-06-04,2025-06-05,2026-06-25,12,Active <15 Days
CPC-10469,CPC-EUN-10469,10469,3,7,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.229,rg-w365-eun-07,2026-05-22,2026-05-24,2026-06-30,7,Active <15 Days
CPC-10470,CPC-EUN-10470,10470,3,5,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.40.230,rg-w365-eun-05,2025-07-12,2025-07-12,2026-06-23,14,Active <15 Days
CPC-10471,CPC-SEA-10471,10471,5,1,W365-APAC-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.40.231,rg-w365-sea-01,2026-04-29,2026-04-29,2026-06-29,8,Active <15 Days
CPC-10472,CPC-USE-10472,10472,1,10,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.232,rg-w365-use-10,2025-07-01,2025-07-02,2026-07-07,0,Active <15 Days
CPC-10473,CPC-EUN-10473,10473,3,11,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.233,rg-w365-eun-11,2025-07-14,2025-07-14,2026-06-27,10,Active <15 Days
CPC-10474,CPC-USW-10474,10474,2,9,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.40.234,rg-w365-usw-09,2025-06-11,2025-06-12,2026-06-29,8,Active <15 Days
CPC-10475,CPC-EUW-10475,10475,4,11,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.235,rg-w365-euw-11,2026-03-17,2026-03-18,2026-06-17,20,15-45 Days
CPC-10476,CPC-USE-10476,10476,1,4,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.1.40.236,rg-w365-use-04,2025-06-07,2025-06-07,2026-06-28,9,Active <15 Days
CPC-10477,CPC-USE-10477,10477,1,9,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.237,rg-w365-use-09,2025-12-16,2025-12-16,2026-07-05,2,Active <15 Days
CPC-10478,CPC-EUN-10478,10478,3,11,W365-EMEA-North-Standard,W365 Enterprise 4vCPU/16GB/128GB,InGracePeriod,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.3.40.238,rg-w365-eun-11,2025-12-13,2025-12-13,2026-06-25,12,Active <15 Days
CPC-10479,CPC-USE-10479,10479,1,7,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.239,rg-w365-use-07,2026-06-03,2026-06-05,2026-07-04,3,Active <15 Days
CPC-10480,CPC-USE-10480,10480,1,8,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.240,rg-w365-use-08,2025-05-19,2025-05-20,2026-06-12,25,15-45 Days
CPC-10481,CPC-USE-10481,10481,1,12,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.241,rg-w365-use-12,2025-11-03,2025-11-05,2026-06-29,8,Active <15 Days
CPC-10482,CPC-USW-10482,10482,2,7,W365-US-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.2.40.242,rg-w365-usw-07,2026-01-16,2026-01-17,2026-07-07,0,Active <15 Days
CPC-10483,CPC-USE-10483,10483,1,7,W365-US-East-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 23H2,10.1.40.243,rg-w365-use-07,2025-11-20,2025-11-22,2026-06-24,13,Active <15 Days
CPC-10484,CPC-EUW-10484,10484,4,4,W365-EMEA-West-Dev,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.244,rg-w365-euw-04,2025-09-09,2025-09-11,2026-07-07,0,Active <15 Days
CPC-10485,CPC-EUW-10485,10485,4,7,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.245,rg-w365-euw-07,2025-08-12,2025-08-13,2026-07-06,1,Active <15 Days
CPC-10486,CPC-USE-10486,10486,1,4,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.1.40.246,rg-w365-use-04,2026-05-21,2026-05-22,2026-04-25,73,45+ Days
CPC-10487,CPC-EUN-10487,10487,3,12,W365-EMEA-North-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.3.40.247,rg-w365-eun-12,2026-05-11,2026-05-11,2026-07-03,4,Active <15 Days
CPC-10488,CPC-SEA-10488,10488,5,5,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.5.40.248,rg-w365-sea-05,2025-09-09,2025-09-09,2026-03-16,113,45+ Days
CPC-10489,CPC-USW-10489,10489,2,6,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.2.40.249,rg-w365-usw-06,2026-05-07,2026-05-07,2026-05-06,62,45+ Days
CPC-10490,CPC-USE-10490,10490,1,11,W365-US-East-Privileged,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Standard SSD,Windows 11 Enterprise 23H2,10.1.40.250,rg-w365-use-11,2026-04-22,2026-04-23,2026-07-01,6,Active <15 Days
CPC-10491,CPC-EUW-10491,10491,4,1,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.4.40.251,rg-w365-euw-01,2025-10-30,2025-10-31,2026-05-06,62,45+ Days
CPC-10492,CPC-BRS-10492,10492,6,12,W365-LATAM-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 10 Enterprise 22H2,10.6.40.252,rg-w365-brs-12,2025-11-08,2025-11-08,2026-07-06,1,Active <15 Days
CPC-10493,CPC-EUW-10493,10493,4,8,W365-EMEA-West-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.4.40.253,rg-w365-euw-08,2025-07-09,2025-07-11,2026-06-24,13,Active <15 Days
CPC-10494,CPC-USE-10494,10494,1,10,W365-US-East-Standard,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.1.40.254,rg-w365-use-10,2026-01-27,2026-01-27,2026-06-27,10,Active <15 Days
CPC-10495,CPC-BRS-10495,10495,6,1,W365-LATAM-SharedOps,W365 Enterprise 4vCPU/16GB/128GB,Failed,4,16,128,Premium SSD,Windows 11 Enterprise 23H2,10.6.40.255,rg-w365-brs-01,2026-03-31,2026-04-02,2026-06-25,12,Active <15 Days
CPC-10496,CPC-EUW-10496,10496,4,1,W365-EMEA-West-Dev,W365 Enterprise 4vCPU/16GB/256GB,Provisioned,4,16,256,Premium SSD,Windows 11 Enterprise 23H2,10.4.41.0,rg-w365-euw-01,2026-06-19,2026-06-19,2026-07-02,5,Active <15 Days
CPC-10497,CPC-USW-10497,10497,2,10,W365-US-West-Dev,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Standard SSD,Windows 11 Enterprise 24H2,10.2.41.1,rg-w365-usw-10,2026-01-24,2026-01-24,2026-06-15,22,15-45 Days
CPC-10498,CPC-SEA-10498,10498,5,1,W365-APAC-Privileged,W365 Enterprise 4vCPU/16GB/128GB,Provisioned,4,16,128,Premium SSD,Windows 11 Enterprise 24H2,10.5.41.2,rg-w365-sea-01,2026-03-15,2026-03-15,2026-07-07,0,Active <15 Days
CPC-10499,CPC-EUW-10499,10499,4,8,W365-EMEA-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.4.41.3,rg-w365-euw-08,2025-12-14,2025-12-14,2026-06-23,14,Active <15 Days
CPC-10500,CPC-USW-10500,10500,2,9,W365-US-West-Standard,W365 Enterprise 2vCPU/8GB/128GB,Provisioned,2,8,128,Premium SSD,Windows 11 Enterprise 24H2,10.2.41.4,rg-w365-usw-09,2025-12-17,2025-12-18,2026-07-06,1,Active <15 Days
